peerPosAR,peerPosNI,MyPos,Time
0.32809788+-0.1518253+-0.48174313,0.28929725+0.023013191+-0.6881614,0.0052774614+0.17690963+0.08519929,702
0.3281013+-0.15182231+-0.4817424,0.29007685+0.023456907+-0.68668705,0.0052778968+0.17691593+0.08520086,703
0.3281052+-0.15181412+-0.48174164,0.29059738+0.023700152+-0.6859994,0.005277551+0.17691886+0.08520242,704
0.32810304+-0.15179877+-0.48174953,0.2909705+0.023834337+-0.685751,0.005206647+0.17691123+0.08521751,705
0.32809278+-0.15172172+-0.48174268,0.2909705+0.023834337+-0.685751,0.0051803114+0.17691308+0.08521838,706
0.32809278+-0.15172172+-0.48174268,0.29077813+0.023675486+-0.6853328,0.0051691276+0.17691924+0.085215345,707
0.3280879+-0.15166815+-0.48175552,0.28947324+0.022962268+-0.6841774,0.0051647937+0.1769256+0.08521071,708
0.328086+-0.1516618+-0.48177373,0.2875872+0.021958955+-0.68256867,0.005162657+0.17693266+0.08520524,709
0.3280827+-0.1516546+-0.4817868,0.28597426+0.021089837+-0.6810802,0.005159433+0.17694005+0.08519972,710
0.32808024+-0.15164353+-0.4818014,0.284912+0.020492796+-0.67991704,0.0051409947+0.17692855+0.08522221,711
0.32806176+-0.15161744+-0.48179203,0.284912+0.020492796+-0.67991704,0.0051348065+0.17692783+0.085229896,712
0.32805523+-0.15160339+-0.4818013,0.2843701+0.02015029+-0.6790744,0.0051357714+0.17692849+0.08523026,713
0.3280768+-0.1515817+-0.48179322,0.28419977+0.019988256+-0.67846215,0.0051376084+0.17693034+0.08522819,714
0.32809386+-0.15156817+-0.4817971,0.28423843+0.019930296+-0.67798114,0.0051362934+0.17693207+0.08522575,715
0.32809842+-0.15155464+-0.48181158,0.283349+0.017988132+-0.6782921,0.005134697+0.1769341+0.08522282,716
0.32810083+-0.15153943+-0.48183367,0.2822607+0.015961694+-0.67907465,0.005128364+0.17694429+0.08524796,717
0.32810926+-0.15152067+-0.48182797,0.2822607+0.015961694+-0.67907465,0.005126473+0.17695017+0.0852535,718
0.32810992+-0.15151155+-0.48183644,0.2812682+0.014138932+-0.67970604,0.005128131+0.17695805+0.085253246,719
0.3281148+-0.1515038+-0.4818523,0.28052613+0.01277173+-0.6800293,0.0051299008+0.17696404+0.08524955,720
0.32811782+-0.15149605+-0.48187366,0.28003088+0.011840804+-0.6800624,0.0051295413+0.17696902+0.08524235,721
0.3281169+-0.15148869+-0.4818963,0.27971113+0.011220904+-0.6798926,0.005129629+0.1769726+0.08523478,722
0.32811478+-0.15148447+-0.4819244,0.27948484+0.010775255+-0.67961276,0.005128474+0.17697784+0.08522775,723
0.32811207+-0.15148088+-0.48194954,0.27948484+0.010775255+-0.67961276,0.005128872+0.17698142+0.08522189,724
0.32810915+-0.15147294+-0.48197365,0.2791361+0.0105696665+-0.6794522,0.0051308637+0.17698355+0.085214704,725
0.3281083+-0.15146612+-0.48200223,0.2784459+0.010747884+-0.679642,0.00513398+0.17698534+0.085206844,726
0.3281051+-0.15145977+-0.48202577,0.27755287+0.011117546+-0.6800386,0.005137981+0.17698859+0.08519681,727
0.3281001+-0.15144914+-0.48204464,0.27671582+0.011390748+-0.68037444,0.0051415907+0.17699206+0.085184366,728
0.32809487+-0.15144856+-0.48206985,0.27603126+0.011475507+-0.6805532,0.0051878905+0.17700168+0.085193455,729
0.32809767+-0.15148363+-0.482072,0.27603126+0.011475507+-0.6805532,0.005207853+0.17700484+0.085188076,730
0.32809204+-0.15149674+-0.4820872,0.2755012+0.011382204+-0.6805765,0.0052191396+0.17700455+0.08517541,731
0.32814848+-0.15151116+-0.4819604,0.27508447+0.0111616+-0.680487,0.005227021+0.17700496+0.085159056,732
0.32818824+-0.15151732+-0.48188066,0.27473298+0.010868385+-0.6803329,0.0052354024+0.177008+0.08514241,733
0.32820052+-0.15151864+-0.48186088,0.27157906+0.011637372+-0.6789623,0.0052456227+0.17701235+0.085126236,734
0.3282099+-0.15151982+-0.48186913,0.2686371+0.012807908+-0.67774606,0.00532622+0.17701434+0.08507869,735
0.32821116+-0.1515918+-0.48190665,0.2686371+0.012807908+-0.67774606,0.0053585777+0.1770177+0.0850551,736
0.32821482+-0.15162158+-0.4819296,0.2659756+0.013828371+-0.67666775,0.0053786645+0.17702396+0.08503695,737
0.32821935+-0.15164469+-0.48194617,0.2639207+0.014505954+-0.67585266,0.005393605+0.17703037+0.085021906,738
0.3282258+-0.15165739+-0.48196316,0.26244563+0.014853693+-0.6752806,0.0054073525+0.17703319+0.085009694,739
0.32822424+-0.15166494+-0.4819704,0.26138023+0.0149655575+-0.67487866,0.0054198005+0.17703411+0.08499829,740
0.32822415+-0.15166537+-0.48198408,0.26053983+0.014944101+-0.67457247,0.005468714+0.17697676+0.08496398,741
0.328162+-0.15170293+-0.48201394,0.26053983+0.014944101+-0.67457247,0.005485088+0.17695232+0.084947735,742
0.3281316+-0.15171352+-0.48202848,0.2597881+0.014867026+-0.67430514,0.005492235+0.17693686+0.08493731,743
0.3282007+-0.15166132+-0.4820427,0.2590481+0.014779445+-0.6740416,0.0054952432+0.1769236+0.08492814,744
0.3282415+-0.15162343+-0.48205736,0.258285+0.014701279+-0.6737664,0.005496527+0.17691103+0.08492074,745
0.3282425+-0.15160736+-0.4820662,0.25748697+0.014639059+-0.6734775,0.0054986207+0.17689964+0.08491478,746
0.32823518+-0.15160331+-0.48208082,0.2566555+0.014594727+-0.67317903,0.005597557+0.17685357+0.08489453,747
0.3281834+-0.15169583+-0.48209772,0.2566555+0.014594727+-0.67317903,0.0056295996+0.17683628+0.084884025,748
0.3281602+-0.15172203+-0.48210934,0.25579843+0.014568484+-0.67287576,0.005640222+0.17682838+0.08487633,749
0.32845+-0.15178172+-0.48201954,0.2549271+0.01455621+-0.6725706,0.0056443815+0.17682432+0.084869795,750
0.32864094+-0.15181704+-0.4819738,0.2540547+0.014549569+-0.67226344,0.0056465296+0.17682245+0.08486369,751
0.32870424+-0.15182914+-0.481968,0.26238695+0.01670786+-0.67805094,0.005647768+0.17681979+0.08486052,752
0.32872927+-0.15183549+-0.48198074,0.27199394+0.018961921+-0.6843766,0.005783946+0.1767787+0.08478649,753
0.32869595+-0.15198264+-0.4820597,0.27199394+0.018961921+-0.6843766,0.0058279024+0.17676997+0.08476617,754
0.3286943+-0.15203127+-0.48209321,0.28035802+0.020954626+-0.6898717,0.00584128+0.17677033+0.08476017,755
0.3286943+-0.15203127+-0.48209321,0.28614855+0.022398746+-0.6936973,0.005844581+0.1767729+0.08475854,756
0.3286943+-0.15203127+-0.48209321,0.28951007+0.023318257+-0.6959578,0.0058427644+0.1767764+0.08475623,757
0.32872248+-0.15222037+-0.48194584,0.29115754+0.023864431+-0.69711876,0.0058395998+0.1767808+0.0847533,758
0.32873204+-0.15224515+-0.48192695,0.2918513+0.02420391+-0.6976677,0.0059920186+0.1767404+0.08463647,759
0.3286895+-0.15240598+-0.4820391,0.2918513+0.02420391+-0.6976677,0.0060411044+0.17672803+0.08460013,760
0.3286789+-0.15245588+-0.48207438,0.29131854+0.024169654+-0.6973343,0.0060562184+0.17672534+0.084589615,761
0.32867834+-0.1524743+-0.4820836,0.28888887+0.023483424+-0.6955838,0.006059245+0.17672744+0.08458799,762
0.32868597+-0.15248391+-0.4820884,0.28555888+0.022466743+-0.6931643,0.006059349+0.17673072+0.08458929,763
0.328694+-0.15249373+-0.48209018,0.28278837+0.021620054+-0.69117504,0.006059988+0.17673594+0.08459006,764
0.32870317+-0.15249325+-0.4820877,0.2810284+0.021106029+-0.68995404,0.0061954036+0.17670253+0.08449214,765
0.32867143+-0.15263769+-0.4821842,0.2810284+0.021106029+-0.68995404,0.0062327897+0.17669532+0.08446228,766
0.32866895+-0.15268211+-0.482217,0.2801891+0.020902062+-0.6894349,0.006238826+0.17669563+0.084453136,767
0.32867724+-0.15269223+-0.48223442,0.2799842+0.020912724+-0.6894012,0.006237707+0.17669608+0.08445141,768
0.32868704+-0.15270035+-0.4822489,0.28012595+0.02103821+-0.689632,0.0062360736+0.17669915+0.08445343,769
0.32868704+-0.15270035+-0.4822489,0.28268346+0.023474863+-0.6880585,0.0062368144+0.17670095+0.08445697,770
0.3287091+-0.15270123+-0.48226073,0.28501588+0.025828848+-0.6860186,0.0062388154+0.17670147+0.08446024,771
0.32871896+-0.1526999+-0.48226607,0.28501588+0.025828848+-0.6860186,0.006240227+0.17670159+0.0844642,772
0.3287281+-0.15270348+-0.48227352,0.28707424+0.027936094+-0.6842019,0.006242534+0.17670186+0.08446688,773
0.328745+-0.15267844+-0.48228046,0.28860772+0.029525159+-0.6829146,0.0062434664+0.17670257+0.08446647,774
0.32875594+-0.15266018+-0.48228616,0.289654+0.030621173+-0.6821406,0.0062455637+0.17670327+0.08446491,775
0.3287618+-0.15265155+-0.48229107,0.2903571+0.031365722+-0.68173605,0.006246661+0.17670298+0.08446251,776
0.3287627+-0.15264772+-0.48229724,0.29086852+0.031912033+-0.6815422,0.0062481966+0.17670369+0.08445873,777
0.32876348+-0.15263924+-0.4823048,0.29086852+0.031912033+-0.6815422,0.006248748+0.17670569+0.084453404,778
0.32876563+-0.15263817+-0.48231748,0.29076335+0.03215259+-0.6807179,0.0062496895+0.17670615+0.08444896,779
0.32876584+-0.15263478+-0.48232904,0.28946692+0.031887893+-0.6783337,0.006252487+0.1767068+0.084441535,780
0.32876587+-0.1526353+-0.4823459,0.28755334+0.031371772+-0.6750772,0.0062548467+0.17670585+0.08443423,781
0.32876363+-0.15263163+-0.4823609,0.2859417+0.030989574+-0.67215145,0.0062578386+0.17670421+0.084424555,782
0.3287593+-0.15262924+-0.4823759,0.28493053+0.030864459+-0.66996384,0.006378355+0.17671405+0.08438806,783
0.32876885+-0.15274005+-0.4824173,0.28493053+0.030864459+-0.66996384,0.0064157513+0.17671746+0.08437131,784
0.328774+-0.1527716+-0.4824456,0.28448117+0.030978493+-0.6684831,0.0064275553+0.17672084+0.084361576,785
0.32877392+-0.15276766+-0.48246747,0.28442636+0.03125885+-0.66750544,0.0064329864+0.17672397+0.08435169,786
0.32877675+-0.15276088+-0.48248488,0.28459153+0.0316289+-0.666811,0.0064358325+0.17672846+0.08434124,787
0.32878357+-0.15275776+-0.48250306,0.28380537+0.029789165+-0.6670469,0.0064388425+0.17673326+0.084330626,788
0.32878357+-0.15275776+-0.48250306,0.28267002+0.027404428+-0.66790605,0.0064422423+0.17673874+0.0843193,789
0.32879725+-0.15276107+-0.4825338,0.28267002+0.027404428+-0.66790605,0.00644446+0.17674285+0.08430847,790
0.3288048+-0.15276177+-0.48255438,0.281637+0.025303818+-0.6685695,0.00644234+0.17674625+0.08429809,791
0.32879052+-0.1527885+-0.48255014,0.28088972+0.023843039+-0.6688496,0.0064401655+0.17674921+0.08428583,792
0.32878807+-0.15280402+-0.4825563,0.2804289+0.022992913+-0.6687715,0.0064389417+0.17675261+0.08427313,793
0.32879183+-0.15281601+-0.48256612,0.28017613+0.022578368+-0.66844296,0.006438029+0.17675826+0.08425891,794
0.32879865+-0.15281983+-0.48257542,0.2800399+0.022412669+-0.66797704,0.0064851213+0.1767536+0.084242225,795
0.32879514+-0.152876+-0.48258892,0.2800399+0.022412669+-0.66797704,0.0064955093+0.17675388+0.08423008,796
0.32879853+-0.15289149+-0.4826017,0.27994812+0.022351453+-0.66745865,0.006495048+0.17675608+0.08422141,797
0.32887557+-0.1528983+-0.48259738,0.2798575+0.022306804+-0.6669379,0.0064902124+0.17675981+0.08421489,798
0.3289234+-0.15290056+-0.48259157,0.2797515+0.022238098+-0.66643506,0.00648368+0.17676541+0.084207885,799
0.32894844+-0.15289785+-0.48259544,0.2796282+0.022133911+-0.6659537,0.00647644+0.17676906+0.084200524,800
0.32894844+-0.15289785+-0.48259544,0.2794919+0.021998161+-0.66548914,0.0064990427+0.17675586+0.08423203,801
0.32894978+-0.15291542+-0.48256662,0.2794919+0.021998161+-0.66548914,0.0065025464+0.17675422+0.08424061,802
0.32896292+-0.15292773+-0.4825439,0.27935204+0.021841329+-0.6650333,0.0065013943+0.17675611+0.08424018,803
0.32907796+-0.15288529+-0.48245412,0.27921534+0.021674182+-0.6645796,0.006499468+0.1767586+0.08423663,804
0.32914078+-0.15286028+-0.4824042,0.27908388+0.0215046+-0.66412467,0.0064964504+0.17676145+0.08423242,805
0.3291607+-0.15285039+-0.48238924,0.28209358+0.02375469+-0.66229725,0.006492937+0.17676376+0.08422732,806
0.32916528+-0.1528518+-0.4823867,0.28536305+0.02628445+-0.66089445,0.006543286+0.17672788+0.084297165,807
0.32913017+-0.15290189+-0.48231065,0.28536305+0.02628445+-0.66089445,0.006560364+0.17671016+0.08432052,808
0.32911167+-0.15291947+-0.48228624,0.28823423+0.02850389+-0.6595999,0.006567635+0.1766992+0.08432836,809
0.32917842+-0.15290102+-0.4822539,0.2902782+0.030069942+-0.65852606,0.006570668+0.17669147+0.084331706,810
0.32917842+-0.15290102+-0.4822539,0.2915398+0.03101939+-0.6576602,0.006572532+0.17668247+0.084333524,811
0.32922718+-0.15286838+-0.48223308,0.29224887+0.031535584+-0.65694064,0.0065767793+0.17667441+0.084335,812
0.32922477+-0.15286355+-0.48223242,0.29265076+0.031811357+-0.6563021,0.006583144+0.17670764+0.08437807,813
0.32926032+-0.15286772+-0.482193,0.29265076+0.031811357+-0.6563021,0.0065930514+0.17671783+0.084390655,814
0.32926032+-0.15286772+-0.482193,0.2921522+0.03116738+-0.65698653,0.0066039125+0.17672245+0.084393576,815
0.3292763+-0.15288952+-0.4821787,0.28992987+0.028701924+-0.66050094,0.0066157915+0.17672557+0.08439194,816
0.32928014+-0.1528996+-0.48217988,0.28679922+0.025267672+-0.66553235,0.0066304756+0.17672853+0.084390484,817
0.32929134+-0.15291238+-0.48219615,0.28407732+0.02225744+-0.6698974,0.0066471603+0.17673118+0.08438818,818
0.32929134+-0.15291238+-0.48219615,0.28219745+0.020135531+-0.6728747,0.0066648317+0.1767317+0.084383376,819
0.3292963+-0.15294452+-0.48220652,0.28219745+0.020135531+-0.6728747,0.0066821175+0.17673224+0.0843759,820
0.3292963+-0.15294452+-0.48220652,0.28111008+0.018857429+-0.6745411,0.006697318+0.17673326+0.084366366,821
0.3293013+-0.1529692+-0.48222727,0.28057897+0.018175911+-0.6752831,0.0067100604+0.1767354+0.08435749,822
0.3293051+-0.15297854+-0.48223674,0.2803571+0.017824009+-0.67550933,0.0067219906+0.17673771+0.084352225,823
0.32930675+-0.15298837+-0.4822385,0.28168815+0.018616281+-0.6761856,0.0067312852+0.17674182+0.08434653,824
0.32931647+-0.15299276+-0.48225227,0.28314555+0.01965687+-0.67692363,0.0066601783+0.17676894+0.08441581,825
0.32931647+-0.15299276+-0.48225227,0.28314555+0.01965687+-0.67692363,0.006633793+0.17677882+0.08443857,826
0.32935926+-0.15289159+-0.48216987,0.2843732+0.020512033+-0.6776543,0.0066233026+0.17678446+0.08444739,827
0.32936975+-0.15287937+-0.48216915,0.28518006+0.021021916+-0.67828035,0.0066192606+0.17678852+0.084453195,828
0.32936427+-0.15290731+-0.4821788,0.28560394+0.021211091+-0.6787883,0.00661777+0.1767923+0.08445734,829
0.32936218+-0.15292649+-0.48219007,0.28576455+0.021175273+-0.67920464,0.006614121+0.17679536+0.08446044,830
0.3293647+-0.15293287+-0.48220226,0.28578326+0.021016331+-0.6795642,0.0065632006+0.17681983+0.084552385,831
0.3293936+-0.15287846+-0.4821255,0.28578326+0.021016331+-0.6795642,0.006545509+0.17682645+0.08458138,832
0.3294023+-0.152858+-0.4821056,0.28578648+0.021170622+-0.67992234,0.0065391385+0.17682701+0.08459217,833
0.32940745+-0.152849+-0.48210925,0.2858713+0.022114078+-0.68032855,0.0065384046+0.17682481+0.084598534,834
0.3294078+-0.15284854+-0.4821166,0.28602445+0.023514038+-0.6807654,0.0065407483+0.17682396+0.08460074,835
0.32940692+-0.1528508+-0.4821236,0.28618523+0.02477305+-0.68119323,0.0065427674+0.17682488+0.084604114,836
0.32940686+-0.15285282+-0.48212963,0.28632277+0.025680572+-0.6815997,0.006491244+0.17681825+0.08463678,837
0.32939944+-0.15280508+-0.48210797,0.28632277+0.025680572+-0.6815997,0.006475891+0.17681803+0.08464816,838
0.32939962+-0.15279129+-0.48210612,0.28643134+0.026240949+-0.6819853,0.0064707515+0.17682031+0.0846543,839
0.3294042+-0.15279129+-0.48211166,0.28652146+0.026547596+-0.6823539,0.0064682597+0.17682219+0.08465988,840
0.32940328+-0.15278181+-0.48212484,0.28660166+0.026708974+-0.6827118,0.0064675556+0.1768244+0.08466712,841
0.32940435+-0.15277621+-0.48213118,0.2857223+0.025392877+-0.6825543,0.0064667244+0.17682718+0.08467323,842
0.32940826+-0.15277752+-0.4821379,0.2857223+0.025392877+-0.6825543,0.006443723+0.17681028+0.084712796,843
0.32939297+-0.1527609+-0.4821087,0.28472054+0.023914088+-0.6820059,0.0064380155+0.17680523+0.084728144,844
0.32939133+-0.15276004+-0.4821049,0.2838325+0.022621494+-0.6815684,0.0064349757+0.1768054+0.08473491,845
0.3293943+-0.15275775+-0.48210502,0.2831947+0.021711899+-0.6813602,0.0064341337+0.17680876+0.084736764,846
0.32940114+-0.15276377+-0.48211792,0.28279915+0.021162463+-0.68136674,0.0064323507+0.17681289+0.08473955,847
0.32940736+-0.15276936+-0.48212725,0.2825805+0.02086746+-0.68152297,0.0064297677+0.17681552+0.08474068,848
0.3294125+-0.15277398+-0.48214024,0.2825805+0.02086746+-0.68152297,0.006401497+0.17679147+0.08475665,849
0.3293893+-0.15275532+-0.48213458,0.28246439+0.020717481+-0.6817613,0.0063901246+0.17678292+0.08475884,850
0.32938564+-0.15275095+-0.48214805,0.28239+0.020631688+-0.68203264,0.0063844537+0.17677788+0.08475436,851
0.32938457+-0.15275428+-0.48216635,0.2823152+0.020560792+-0.6823101,0.0063824304+0.17677453+0.08474458,852
0.32938495+-0.15275583+-0.4821879,0.28221858+0.02048098+-0.6825826,0.006380651+0.17677227+0.08473464,853
0.32938632+-0.15275615+-0.4822108,0.28210056+0.02038477+-0.6828456,0.0063760076+0.1767728+0.08472475,854
0.32939193+-0.15276004+-0.4822407,0.28197196+0.020270811+-0.6830977,0.006343757+0.17676643+0.08478507,855
0.32939482+-0.15273222+-0.48220482,0.28197196+0.020270811+-0.6830977,0.006324592+0.1767679+0.08480113,856
0.3294021+-0.15271477+-0.48220882,0.28184155+0.020140374+-0.68334097,0.006309652+0.17677177+0.084803544,857
0.32941166+-0.15270446+-0.48222926,0.281713+0.020000258+-0.68357867,0.0062967543+0.17677541+0.08480069,858
0.3294199+-0.15269275+-0.48225236,0.28158867+0.01986019+-0.68381286,0.006280343+0.17677815+0.0847978,859
0.32942593+-0.15268219+-0.48227298,0.28186074+0.019451484+-0.6842883,0.0062630665+0.17677943+0.084793985,860
0.3294311+-0.15267006+-0.48229542,0.28227365+0.019170266+-0.68452966,0.0062465332+0.17678261+0.08479049,861
0.32943872+-0.15266162+-0.48232147,0.28227365+0.019170266+-0.68452966,0.006232067+0.17678583+0.0847869,862
0.32944694+-0.15265325+-0.48234946,0.28262433+0.01889908+-0.6847696,0.006217965+0.1767887+0.08478081,863
0.32945147+-0.15264797+-0.48237684,0.28284463+0.018657565+-0.68500924,0.0062045055+0.17679098+0.084774844,864
0.32944098+-0.15261002+-0.48229566,0.2829386+0.018450376+-0.68525046,0.006190274+0.1767934+0.08476828,865
0.32943463+-0.15258823+-0.48226017,0.28293985+0.01827218+-0.6854944,0.006171918+0.17679712+0.08476372,866
0.3294332+-0.15257372+-0.48226064,0.28288946+0.018110553+-0.68573993,0.006182053+0.17675622+0.08483542,867
0.32939383+-0.15258257+-0.48219875,0.28288946+0.018110553+-0.68573993,0.0061861165+0.17674229+0.084865466,868
0.3293787+-0.15258898+-0.48218033,0.2829582+0.017791381+-0.68585485,0.006187738+0.17673884+0.08487979,869
0.32937613+-0.15259266+-0.48218393,0.28332895+0.017115247+-0.6856836,0.0061900467+0.17673914+0.084888905,870
0.32937634+-0.15260309+-0.4821958,0.28387088+0.016242988+-0.68535805,0.006194803+0.17674066+0.084895834,871
0.32937777+-0.15261622+-0.4822115,0.28435138+0.015448132+-0.6850993,0.006199276+0.17674352+0.0849016,872
0.32938316+-0.15262106+-0.4822301,0.28469032+0.014819964+-0.68498105,0.006155192+0.1767343+0.08493967,873
0.3293774+-0.15258051+-0.48222128,0.28469032+0.014819964+-0.68498105,0.006142094+0.17673269+0.08494706,874
0.32937795+-0.15256418+-0.48223966,0.284896+0.014347639+-0.6849945,0.0061377473+0.17673293+0.08494541,875
0.32937837+-0.152566+-0.4822702,0.28501117+0.013986121+-0.68509907,0.00613825+0.17673092+0.08494164,876
0.32937482+-0.15257688+-0.48230448,0.2850762+0.013690475+-0.68525386,0.006140913+0.17672808+0.08493683,877
0.32937226+-0.15258646+-0.48234376,0.28245765+0.013292314+-0.68272465,0.006143189+0.17672391+0.08493101,878
0.329368+-0.15259035+-0.48238343,0.27967986+0.013161164+-0.6799001,0.006145122+0.17672017+0.084923856,879
0.32936323+-0.15260074+-0.4824281,0.27967986+0.013161164+-0.6799001,0.0061445595+0.176715+0.08491485,880
0.329357+-0.15261076+-0.48247832,0.27722672+0.013004956+-0.67742676,0.006143917+0.17670909+0.084905356,881
0.32934767+-0.15261897+-0.4825224,0.2754552+0.012805476+-0.6756862,0.0061436743+0.17670086+0.08489698,882
0.32938436+-0.15267688+-0.48264113,0.2743285+0.012567601+-0.6746384,0.0061423876+0.17669372+0.084889024,883
0.32940078+-0.15270987+-0.4827208,0.27365717+0.012304165+-0.67407995,0.006141855+0.17668644+0.08488373,884
0.3294032+-0.15272754+-0.48277658,0.27323818+0.012028907+-0.6737956,0.006100646+0.17668316+0.08492866,885
0.32940334+-0.15269685+-0.4827716,0.27323818+0.012028907+-0.6737956,0.0060892506+0.1766794+0.084942654,886
0.3294051+-0.15269384+-0.4828012,0.2736133+0.012515286+-0.674157,0.0060874363+0.17667937+0.08494585,887
0.32940245+-0.15270194+-0.48282313,0.27552512+0.014683204+-0.67570037,0.0060883025+0.17668037+0.084943295,888
0.3294584+-0.15263806+-0.48276368,0.278244+0.017780542+-0.67784053,0.006089545+0.17667998+0.08493907,889
