peerPosAR,peerPosNI,MyPos,Time
0.384942+0.22550514+-0.32457116,0.34432995+0.048998307+-0.72524625,-0.5019522+0.029774744+0.34194535,0.8043296,1076
0.38495457+0.22549087+-0.32455957,0.3439332+0.048724618+-0.72516406,-0.5019396+0.029775077+0.3419519,0.80406904,1077
0.38494962+0.2254793+-0.32455853,0.3435391+0.048453458+-0.7250987,-0.50192654+0.029777316+0.34195998,0.80382526,1078
0.38494867+0.22546431+-0.32460383,0.34315085+0.048190814+-0.72505337,-0.50191504+0.029780671+0.3419696,0.80360264,1079
0.38494796+0.22545037+-0.32462654,0.34315085+0.048190814+-0.72505337,-0.501917+0.029778507+0.34199226,0.80360264,1080
0.38496125+0.22545794+-0.32462856,0.3427687+0.047939874+-0.72502315,-0.5019079+0.029781418+0.342004,0.8033973,1081
0.38494977+0.22545677+-0.32463247,0.34238973+0.047697946+-0.72500294,-0.5018937+0.029785581+0.34201103,0.80320305,1082
0.3849518+0.22544198+-0.32463142,0.34201133+0.047458827+-0.72498834,-0.5018782+0.029790126+0.3420182,0.80301446,1083
0.38495925+0.22542575+-0.32462475,0.34194198+0.047433082+-0.72507626,-0.50186104+0.029790767+0.34202862,0.80306274,1084
0.38498104+0.22539747+-0.32470512,0.34254995+0.047873948+-0.72538257,-0.5018446+0.029790623+0.34204298,0.80362445,1085
0.38498+0.22538152+-0.32474822,0.34254995+0.047873948+-0.72538257,-0.50192916+0.02974241+0.3418762,0.80362445,1086
0.38485506+0.22547373+-0.32461393,0.34352604+0.04856329+-0.7258013,-0.5019584+0.029731072+0.34182537,0.8044601,1087
0.3848014+0.22550964+-0.324577,0.34436017+0.049140517+-0.7261556,-0.5019705+0.02973432+0.34181124,0.8051712,1088
0.384786+0.22552195+-0.32456848,0.34489486+0.049486164+-0.7263828,-0.50197625+0.029743064+0.34181142,0.80562603,1089
0.38477468+0.22552726+-0.3245795,0.34512305+0.04960792+-0.72650254,-0.5019777+0.029747047+0.3418166,0.80583924,1090
0.38477024+0.22552851+-0.32459086,0.34506583+0.049564485+-0.7265802,-0.50196713+0.02974916+0.34181738,0.80588204,1091
0.3847631+0.22551867+-0.3246005,0.34506583+0.049564485+-0.7265802,-0.5019285+0.029698128+0.34175405,0.80588204,1092
0.3847446+0.22547838+-0.32451978,0.34465587+0.04947667+-0.72622925,-0.5018641+0.02969085+0.34168106,0.80538476,1093
0.38468972+0.22541708+-0.32446265,0.34504703+0.050085474+-0.7246485,-0.5018066+0.029697582+0.34160823,0.804165,1094
0.38462573+0.22535282+-0.32444096,0.34578443+0.051021915+-0.72245175,-0.5017974+0.029702373+0.34156895,0.80256253,1095
